Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"172 Curlew St, Rochester, NY, 14613",172 CURLEW ST,2018-00216024,2018,9,1930,"9/1/2018, 3:30 PM",2018,9,0744,"9/2/2018, 3:44 AM",2018,9,0754,"9/2/2018, 7:54 AM",172 CURLEW ST,Rochester,NY,241,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,241,Lake,1
"28 Epworth St, Rochester, NY, 14611",28 EPWORTH ST,2018-00222483,2018,9,1200,"9/7/2018, 8:00 AM",2018,9,1924,"9/8/2018, 3:24 PM",2018,9,2020,"9/8/2018, 8:20 PM",28 EPWORTH ST,Rochester,NY,213,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,213,Genesee,3
"153 Caroline St, Rochester, NY, 14620",153 CAROLINE ST,2018-00262387,2018,10,1435,"10/24/2018, 10:35 AM",2018,10,1435,"10/24/2018, 10:35 AM",2018,10,1440,"10/24/2018, 2:40 PM",153 CAROLINE ST,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,265,Goodman,5
"234 Lyell Ave, Rochester, NY, 14608",234 LYELL AVE,2018-00212508,2018,8,1030,"8/29/2018, 6:30 AM",2018,8,1030,"8/29/2018, 6:30 AM",2018,8,1420,"8/29/2018, 2:20 PM",234 LYELL AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,271,Lake,1
"50 East Ave, Rochester, NY, 14604",50 EAST AVE,2018-00251632,2018,10,1530,"10/10/2018, 11:30 AM",2018,10,2030,"10/10/2018, 4:30 PM",2018,10,0458,"10/11/2018, 4:58 AM",50 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
"670 University Ave, Rochester, NY, 14607",670 UNIVERSITY AVE,2018-00241799,2018,9,0230,"9/28/2018, 10:30 PM",2018,9,1447,"9/29/2018, 10:47 AM",2018,9,1447,"9/29/2018, 2:47 PM",670 UNIVERSITY AVE,Rochester,NY,245,Goodman,Field,PL ,155.30   ,05    ,4,E,F,Larceny,Grand Larceny 4th: Property Taken From Person               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Street,245,Goodman,5
"644 Park Ave, Rochester, NY, 14607",644 PARK AVE,2018-00241937,2018,9,1530,"9/29/2018, 11:30 AM",2018,9,1545,"9/29/2018, 11:45 AM",2018,9,1800,"9/29/2018, 6:00 PM",644 PARK AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Commercial Service Location,245,Goodman,5
"255 Bay St, Rochester, NY, 14605",255 BAY ST,2018-00226887,2018,9,1735,"9/13/2018, 1:35 PM",2018,9,1735,"9/13/2018, 1:35 PM",2018,9,1735,"9/13/2018, 5:35 PM",255 BAY ST,Rochester,NY,297,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,297,Clinton,7
"561 Hayward Ave, Rochester, NY, 14609",561 HAYWARD AVE,2018-00223643,2018,9,1533,"9/5/2018, 11:33 AM",2018,9,1533,"9/5/2018, 11:33 AM",2018,9,1150,"9/10/2018, 11:50 AM",561 HAYWARD AVE,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,225,Goodman,5
"10 Winthrop St, Rochester, NY, 14607",10 WINTHROP ST,2018-00228654,2018,9,1200,"9/15/2018, 8:00 AM",2018,9,1233,"9/15/2018, 8:33 AM",2018,9,1233,"9/15/2018, 12:33 PM",10 WINTHROP ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,219,Central,9
"10 Winthrop St, Rochester, NY, 14607",10 WINTHROP ST,2018-00222874,2018,9,0930,"9/9/2018, 5:30 AM",2018,9,0958,"9/9/2018, 5:58 AM",2018,9,0958,"9/9/2018, 9:58 AM",10 WINTHROP ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Grocery/Supermarket,219,Central,9
"10 Winthrop St, Rochester, NY, 14607",10 WINTHROP ST,2018-00214167,2018,8,0800,"8/31/2018, 4:00 AM",2018,8,0805,"8/31/2018, 4:05 AM",2018,8,0900,"8/31/2018, 9:00 AM",10 WINTHROP ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,219,Central,9
"571 Lyell Ave, Rochester, NY, 14606",571 LYELL AVE,2018-00232974,2018,9,2030,"9/19/2018, 4:30 PM",2018,9,2130,"9/19/2018, 5:30 PM",2018,9,2130,"9/19/2018, 9:30 PM",571 LYELL AVE,Rochester,NY,281,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Retail Store,281,Lake,1
"411 Bay St, Rochester, NY, 14605",411 BAY ST,2018-00254895,2018,10,1800,"10/14/2018, 2:00 PM",2018,10,0900,"10/15/2018, 5:00 AM",2018,10,0910,"10/15/2018, 9:10 AM",411 BAY ST,Rochester,NY,297,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,297,Clinton,7
"417 Hayward Ave, Rochester, NY, 14609",417 HAYWARD AVE,2018-00244037,2018,10,0001,"9/30/2018, 8:01 PM",2018,10,1100,"10/2/2018, 7:00 AM",2018,10,1135,"10/2/2018, 11:35 AM",417 HAYWARD AVE,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,225,Goodman,5
"114 Ackerman St, Rochester, NY, 14609",114 ACKERMAN ST,2018-00232192,2018,9,0000,"9/17/2018, 8:00 PM",2018,9,0800,"9/19/2018, 4:00 AM",2018,9,0814,"9/19/2018, 8:14 AM",114 ACKERMAN ST,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Single Family Home,215,Goodman,5
"413 Lexington Ave, Rochester, NY, 14613",413 LEXINGTON AVE,2018-00228557,2018,9,2200,"9/14/2018, 6:00 PM",2018,9,1000,"9/15/2018, 6:00 AM",2018,9,1018,"9/15/2018, 10:18 AM",413 LEXINGTON AVE,Rochester,NY,241,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,241,Lake,1
"500 Child St, Rochester, NY, 14606",500 CHILD ST,2018-00212209,2018,8,0625,"8/29/2018, 2:25 AM",2018,8,0740,"8/29/2018, 3:40 AM",2018,8,0800,"8/29/2018, 8:00 AM",500 CHILD ST,Rochester,NY,291,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,291,Lake,1
"500 South Ave, Rochester, NY, 14620",500 SOUTH AVE,2018-00222239,2018,9,0700,"9/8/2018, 3:00 AM",2018,9,1505,"9/8/2018, 11:05 AM",2018,9,1507,"9/8/2018, 3:07 PM",500 SOUTH AVE,Rochester,NY,229,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,229,Central,9
"228 Fulton Ave, Rochester, NY, 14613",228 FULTON AVE,2018-00232449,2018,9,1215,"9/19/2018, 8:15 AM",2018,9,1225,"9/19/2018, 8:25 AM",2018,9,1225,"9/19/2018, 12:25 PM",228 FULTON AVE,Rochester,NY,251,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,251,Lake,1
"82 Holland St, Rochester, NY, 14605",82 HOLLAND ST,2018-00214270,2018,8,1030,"8/31/2018, 6:30 AM",2018,8,1050,"8/31/2018, 6:50 AM",2018,8,1109,"8/31/2018, 11:09 AM",82 HOLLAND ST,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Doctor's Office,287,Clinton,7
"130 Breck St, Rochester, NY, 14609",130 BRECK ST,2018-00255238,2018,10,1200,"10/15/2018, 8:00 AM",2018,10,1629,"10/15/2018, 12:29 PM",2018,10,1629,"10/15/2018, 4:29 PM",130 BRECK ST,Rochester,NY,225,Goodman,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,225,Goodman,5
"550 East Ave, Rochester, NY, 14607",550 EAST AVE,2018-00216033,2018,9,2330,"9/1/2018, 7:30 PM",2018,9,0030,"9/1/2018, 8:30 PM",2018,9,0836,"9/2/2018, 8:36 AM",550 EAST AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Hotel/Motel,245,Goodman,5
"262 Linden St, Rochester, NY, 14620",262 LINDEN ST,2018-00261408,2018,10,2000,"10/22/2018, 4:00 PM",2018,10,0830,"10/23/2018, 4:30 AM",2018,10,0930,"10/23/2018, 9:30 AM",262 LINDEN ST,Rochester,NY,229,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,229,Central,9
"75 Lorenzo St, Rochester, NY, 14611",75 LORENZO ST,2018-00221859,2018,9,0257,"9/7/2018, 10:57 PM",2018,9,0257,"9/7/2018, 10:57 PM",2018,9,0257,"9/8/2018, 2:57 AM",75 LORENZO ST,Rochester,NY,281,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,281,Lake,1
"255 Jay St, Rochester, NY, 14608",255 JAY ST,2018-00224797,2018,9,1611,"9/11/2018, 12:11 PM",2018,9,1611,"9/11/2018, 12:11 PM",2018,9,1611,"9/11/2018, 4:11 PM",255 JAY ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,209,Central,9
"458 Post Ave, Rochester, NY, 14619",458 POST AVE,2018-00225501,2018,9,1100,"9/12/2018, 7:00 AM",2018,9,1110,"9/12/2018, 7:10 AM",2018,9,1120,"9/12/2018, 11:20 AM",458 POST AVE,Rochester,NY,243,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Single Family Home,243,Genesee,3
"27 New York St, Rochester, NY, 14611",27 NEW YORK ST,2018-00225509,2018,9,1200,"9/4/2018, 8:00 AM",2018,9,1249,"9/12/2018, 8:49 AM",2018,9,1130,"9/12/2018, 11:30 AM",27 NEW YORK ST,Rochester,NY,213,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,213,Genesee,3
"291 Alexander St, Rochester, NY, 14607",291 ALEXANDER ST,2018-00242201,2018,9,2230,"9/29/2018, 6:30 PM",2018,9,2230,"9/29/2018, 6:30 PM",2018,9,2320,"9/29/2018, 11:20 PM",291 ALEXANDER ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Commercial Service Location,219,Central,9
"56 Chili Ave, Rochester, NY, 14611",56 CHILI AVE,2018-00261646,2018,10,1300,"10/20/2018, 9:00 AM",2018,10,1400,"10/20/2018, 10:00 AM",2018,10,1510,"10/23/2018, 3:10 PM",56 CHILI AVE,Rochester,NY,203,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,203,Genesee,3
"12 Greig St, Rochester, NY, 14608",12 GREIG ST,2018-00234109,2018,9,2230,"9/20/2018, 6:30 PM",2018,9,0650,"9/21/2018, 2:50 AM",2018,9,0705,"9/21/2018, 7:05 AM",12 GREIG ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,209,Central,9
"10 Orchard St, Rochester, NY, 14611",10 ORCHARD ST,2018-00246535,2018,10,2200,"10/3/2018, 6:00 PM",2018,10,2230,"10/3/2018, 6:30 PM",2018,10,0740,"10/5/2018, 7:40 AM",10 ORCHARD ST,Rochester,NY,213,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,213,Genesee,3
"110 Seward St, Rochester, NY, 14608",110 SEWARD ST,2018-00229953,2018,9,2123,"9/16/2018, 5:23 PM",2018,9,2123,"9/16/2018, 5:23 PM",2018,9,2123,"9/16/2018, 9:23 PM",110 SEWARD ST,Rochester,NY,233,Genesee,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,233,Genesee,3
"125 Sanford St, Rochester, NY, 14620",125 SANFORD ST,2018-00239077,2018,9,1145,"9/18/2018, 7:45 AM",2018,9,1500,"9/18/2018, 11:00 AM",2018,9,1445,"9/26/2018, 2:45 PM",125 SANFORD ST,Rochester,NY,229,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,229,Central,9
"625 Lake Ave, Rochester, NY, 14613",625 LAKE AVE,2018-00219353,2018,9,1524,"9/4/2018, 11:24 AM",2018,9,1807,"9/5/2018, 2:07 PM",2018,9,1807,"9/5/2018, 6:07 PM",625 LAKE AVE,Rochester,NY,251,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,251,Lake,1
"177 Clifton St, Rochester, NY, 14611",177 CLIFTON ST,2018-00212644,2018,8,1630,"8/28/2018, 12:30 PM",2018,8,1640,"8/29/2018, 12:40 PM",2018,8,1645,"8/29/2018, 4:45 PM",177 CLIFTON ST,Rochester,NY,213,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Yard,213,Genesee,3
"352 St Paul St, Rochester, NY, 14605",352 ST PAUL ST,2018-00238536,2018,9,1630,"9/25/2018, 12:30 PM",2018,9,2000,"9/25/2018, 4:00 PM",2018,9,2154,"9/25/2018, 9:54 PM",352 ST PAUL ST,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,287,Clinton,7
"145 Liberty Pole Way, Rochester, NY, 14604",145 LIBERTY POLE WAY,2018-00262149,2018,10,0010,"10/23/2018, 8:10 PM",2018,10,0830,"10/24/2018, 4:30 AM",2018,10,0900,"10/24/2018, 9:00 AM",145 LIBERTY POLE WAY,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
"41 Backus St, Rochester, NY, 14613",41 BACKUS ST,2018-00217254,2018,9,1849,"9/3/2018, 2:49 PM",2018,9,1849,"9/3/2018, 2:49 PM",2018,9,1849,"9/3/2018, 6:49 PM",41 BACKUS ST,Rochester,NY,271,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,271,Lake,1
"13 Englert St, Rochester, NY, 14605",13 ENGLERT ST,2018-00248448,2018,10,0000,"10/6/2018, 8:00 PM",2018,10,1244,"10/7/2018, 8:44 AM",2018,10,1244,"10/7/2018, 12:44 PM",13 ENGLERT ST,Rochester,NY,267,Clinton,Not Applicable (non-crime),PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,267,Clinton,7
"116 Columbia Ave, Rochester, NY, 14608",116 COLUMBIA AVE,2018-00245888,2018,10,0700,"10/4/2018, 3:00 AM",2018,10,1400,"10/4/2018, 10:00 AM",2018,10,1420,"10/4/2018, 2:20 PM",116 COLUMBIA AVE,Rochester,NY,233,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,233,Genesee,3
"60 Caroline St, Rochester, NY, 14620",60 CAROLINE ST,2018-00239721,2018,9,2230,"9/26/2018, 6:30 PM",2018,9,0900,"9/27/2018, 5:00 AM",2018,9,0905,"9/27/2018, 9:05 AM",60 CAROLINE ST,Rochester,NY,265,Goodman,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,265,Goodman,5
"1104 St Paul St, Rochester, NY, 14621",1104 ST PAUL ST,2018-00215125,2018,9,0630,"9/1/2018, 2:30 AM",2018,9,0630,"9/1/2018, 2:30 AM",2018,9,0752,"9/1/2018, 7:52 AM",1104 ST PAUL ST,Rochester,NY,247,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Parking Lot,247,Clinton,7
"105 Woodlawn St, Rochester, NY, 14607",105 WOODLAWN ST,2018-00249018,2018,10,0230,"10/7/2018, 10:30 PM",2018,10,1123,"10/8/2018, 7:23 AM",2018,10,1123,"10/8/2018, 11:23 AM",105 WOODLAWN ST,Rochester,NY,265,Goodman,Office,PL ,155.30   ,07    ,4,E,F,Larceny,Grand Larceny 4th: Firearms/Rifles/Shotguns                 ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,265,Goodman,5
"34 Cady St, Rochester, NY, 14608",34 CADY ST,2018-00248496,2018,10,1500,"10/7/2018, 11:00 AM",2018,10,1530,"10/7/2018, 11:30 AM",2018,10,1600,"10/7/2018, 4:00 PM",34 CADY ST,Rochester,NY,233,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,233,Genesee,3
"609 Lake Ave, Rochester, NY, 14613",609 LAKE AVE,2018-00251753,2018,10,0400,"10/11/2018, 12:00 AM",2018,10,1000,"10/11/2018, 6:00 AM",2018,10,1010,"10/11/2018, 10:10 AM",609 LAKE AVE,Rochester,NY,251,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,251,Lake,1
"224 Mill St, Rochester, NY, 14614",224 MILL ST,2018-00237842,2018,9,1730,"9/21/2018, 1:30 PM",2018,9,1900,"9/24/2018, 3:00 PM",2018,9,0814,"9/25/2018, 8:14 AM",224 MILL ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,209,Central,9
"771 W Main St, Rochester, NY, 14611",771 E MAIN ST,2018-00253505,2018,10,2200,"10/12/2018, 6:00 PM",2018,10,2330,"10/12/2018, 7:30 PM",2018,10,0919,"10/13/2018, 9:19 AM",771 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,213,Genesee,3
"270 Exchange Blvd, Rochester, NY, 14608",270 EXCHANGE BLVD,2018-00233451,2018,9,2230,"9/19/2018, 6:30 PM",2018,9,1217,"9/20/2018, 8:17 AM",2018,9,1227,"9/20/2018, 12:27 PM",270 EXCHANGE BLVD,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,209,Central,9
"140 Railroad St, Rochester, NY, 14609",140 RAILROAD ST,2018-00254710,2018,10,2000,"10/14/2018, 4:00 PM",2018,10,2200,"10/14/2018, 6:00 PM",2018,10,2205,"10/14/2018, 10:05 PM",140 RAILROAD ST,Rochester,NY,297,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,297,Clinton,7
"293 Rosewood Ter, Rochester, NY, 14609",293 ROSEWOOD TER,2018-00256609,2018,9,1200,"9/25/2018, 8:00 AM",2018,10,1200,"10/11/2018, 8:00 AM",2018,10,0935,"10/17/2018, 9:35 AM",293 ROSEWOOD TER,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Public Access Building,215,Goodman,5
"293 Rosewood Ter, Rochester, NY, 14609",293 ROSEWOOD TER,2018-00251849,2018,9,1200,"9/27/2018, 8:00 AM",2018,9,1700,"9/27/2018, 1:00 PM",2018,10,1220,"10/11/2018, 12:20 PM",293 ROSEWOOD TER,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,215,Goodman,5
"282 Alexander St, Rochester, NY, 14607",282 ALEXANDER ST,2018-00259421,2018,10,0130,"10/19/2018, 9:30 PM",2018,10,0135,"10/19/2018, 9:35 PM",2018,10,1530,"10/20/2018, 3:30 PM",282 ALEXANDER ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Bar,219,Central,9
"282 Alexander St, Rochester, NY, 14607",282 ALEXANDER ST,2018-00235088,2018,9,0039,"9/21/2018, 8:39 PM",2018,9,0049,"9/21/2018, 8:49 PM",2018,9,0150,"9/22/2018, 1:50 AM",282 ALEXANDER ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Restaurant,219,Central,9
"85 Allen St, Rochester, NY, 14608",85 ALLEN ST,2018-00217769,2018,9,2200,"9/2/2018, 6:00 PM",2018,9,1300,"9/3/2018, 9:00 AM",2018,9,1010,"9/4/2018, 10:10 AM",85 ALLEN ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,209,Central,9
"33 Phelps Ave, Rochester, NY, 14613",33 PHELPS AVE,2018-00243220,2018,10,1123,"10/1/2018, 7:23 AM",2018,10,1123,"10/1/2018, 7:23 AM",2018,10,1123,"10/1/2018, 11:23 AM",33 PHELPS AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,271,Lake,1
"670 Brown St, Rochester, NY, 14611",670 BROWN ST,2018-00217960,2018,9,2100,"9/3/2018, 5:00 PM",2018,9,1315,"9/4/2018, 9:15 AM",2018,9,1330,"9/4/2018, 1:30 PM",670 BROWN ST,Rochester,NY,213,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,213,Genesee,3
"191 East Ave, Rochester, NY, 14604",191 EAST AVE,2018-00228348,2018,9,0020,"9/14/2018, 8:20 PM",2018,9,0040,"9/14/2018, 8:40 PM",2018,9,0110,"9/15/2018, 1:10 AM",191 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Parking Lot,219,Central,9
"1 Prince St, Rochester, NY, 14607",1 PRINCE ST,2018-00235536,2018,9,1200,"9/22/2018, 8:00 AM",2018,9,1430,"9/22/2018, 10:30 AM",2018,9,1635,"9/22/2018, 4:35 PM",1 PRINCE ST,Rochester,NY,245,Goodman,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,245,Goodman,5
"195 Dewey Ave, Rochester, NY, 14608",195 DEWEY AVE,2018-00248700,2018,10,2110,"10/7/2018, 5:10 PM",2018,10,2110,"10/7/2018, 5:10 PM",2018,10,2110,"10/7/2018, 9:10 PM",195 DEWEY AVE,Rochester,NY,261,Lake,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Other Outside Location,261,Lake,1
"56 Colvin St, Rochester, NY, 14611",56 COLVIN ST,2018-00250508,2018,10,1500,"10/9/2018, 11:00 AM",2018,10,1600,"10/9/2018, 12:00 PM",2018,10,2241,"10/9/2018, 10:41 PM",56 COLVIN ST,Rochester,NY,203,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Yard,203,Genesee,3
